ID,Return_to_owner,Adoption,Euthanasia,Transfer,Died
1,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
2,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
3,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
4,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
5,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
6,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
7,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
8,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
9,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
10,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
11,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
12,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
13,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
14,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
15,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
16,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
17,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
18,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
19,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
20,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
21,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
22,0.00725078295036,1.13151441173e-142,0.0962007071227,0.87020530191,0.0263432080166
23,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
24,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
25,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
26,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
27,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
28,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
29,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
30,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
31,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
32,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
33,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
34,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
35,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
36,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
37,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
38,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
39,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
40,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
41,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
42,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
43,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
44,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
45,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
46,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
47,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
48,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
49,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
50,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
51,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
52,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
53,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
54,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
55,0.00725078295036,1.13151441173e-142,0.0962007071227,0.87020530191,0.0263432080166
56,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
57,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
58,0.00725078295036,1.13151441173e-142,0.0962007071227,0.87020530191,0.0263432080166
59,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
60,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
61,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
62,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
63,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
64,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
65,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
66,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
67,0.0405834524658,0.532805224946,0.0478746867653,0.367794155388,0.010942480435
68,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
69,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
70,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
71,0.437880280062,0.0601568027428,0.0879751947013,0.408164517533,0.00582320496017
72,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
73,0.00725078295036,1.13151441173e-142,0.0962007071227,0.87020530191,0.0263432080166
74,0.251077656894,0.469566215646,0.049462021052,0.226626056796,0.00326804961304
75,0.075899571714,0.101434323069,0.0917121943827,0.709954689348,0.0209992214856
